col_data
17
91
83
43
27
64
64
65
66
66
67
68
68
68
69
70
71
72
72
73
73
73
73
73
73
74
74
74
74
74
75
76
77
78
79
79
79
80
80
80
80
81
81
81
56
57
57
57
57
57
57
57
57
57
57
57
58
58
59
59
59
59
59
58
58
57
57
57
57
57
57
57
57
57
58
59
59
60
61
61
62
62
62
63
63
43
43
42
42
41
41
42
47
48
49
49
50
50
50
50
50
50
50
51
51
51
51
52
52
53
53
54
54
54
55
55
55
55
55
55
56
56
56
56
56
56
41
41
42
44
44
45
45
45
45
45
45
45
45
45
45
45
44
44
44
44
44
44
44
43
43
43
43
43
43
43
43
43
44
44
44
44
44
44
82
44
31
52
